STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Macao SAR, China","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.875,8.766,8.015,7.514,7.19,6.19,6.3,5.76,5.27,5.0,5.31,4.96,5.142,5.876,6.024,6.871,5.76,4.83,3.623,3.657,3.691
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.019,26.837,27.581,25.887,26.62,26.206,27.552,28.668,26.81,28.674,26.957,27.817,27.716,26.681,28.106,32.136,31.916,31.232,30.39,30.75,30.808
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Peru,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.986,18.744,16.991,16.643,16.084,15.191,15.83,15.244,16.327,16.647,18.586,19.196,17.353,17.749,16.873,25.676,22.695,22.779,24.061,24.015,23.971
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SOM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Somalia, Federal Republic of","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,44.727,44.389,44.098,43.974,43.918,43.876,43.876,43.885,43.725,43.654,43.58,43.697,43.517,43.677,43.734,44.157,44.092,43.994,43.914,43.8,43.641
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.112499321158866,12.432592471669171,12.258222219465868,12.973646079040778,14.930023758228618,15.086319675215018,14.299406739851875,13.845941093084148,14.243272764163123,13.403257026568093,12.519709628835233,12.09867459561352,11.075674076602631,11.044725791367387,10.565593040552177,14.27146266327269,12.261677069822666,11.277554708559036,11.24325240005963,11.731940492759826,11.783000329845253
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Oman,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.111,33.831,33.64,33.358,32.663,31.439,30.444,29.555,28.675,27.424,26.425,25.623,24.886,23.673,23.863,25.249,24.6,25.5,25.37,25.463,25.557
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WSM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Samoa,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.329,27.417,27.594,27.772,27.95,27.956,28.019,28.844,28.854,28.782,28.798,28.719,28.737,28.84,28.921,29.569,29.928,30.09,29.984,30.02,30.063
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.671534540690818,29.714652215458905,29.540166675863112,29.32966237530163,29.233349622379347,28.8052418747272,27.687647699798816,27.049004469277573,27.627901025395506,27.989867716052654,28.35292230759773,28.820734510979324,29.17931017197625,29.463233426879327,29.008139615265936,29.507001621056048,26.85416444393258,24.61958900596943,22.571564236700386,23.267919409946412,23.37474031150628
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.01,9.005,9.639,10.265,10.859,12.265,13.699,14.401,15.209,14.932,14.497,13.941,13.305,12.646,11.981,11.671,11.526,11.069,11.062,11.095,11.128
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nepal,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.347,14.169,13.968,13.779,15.969,17.907,20.173,22.407,24.666,27.165,29.859,32.485,34.763,34.261,33.485,33.997,32.922,32.166,30.834,30.748,30.665
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Georgia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.852,29.276,29.847,32.442,35.608,34.141,33.696,32.562,30.954,28.772,27.436,26.815,24.758,26.851,25.998,24.906,24.317,23.708,23.81,23.89,23.97
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kyrgyz Republic,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.681,16.825,17.371,17.475,17.8,19.072,17.691,18.043,22.592,21.43,21.674,20.545,21.523,20.691,21.553,22.719,19.964,19.826,19.307,19.382,19.458
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Slovenia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.934,8.518,6.697,6.498,7.457,7.11,7.076,9.277,9.239,9.417,9.506,8.032,6.518,6.619,7.029,7.683,6.597,8.234,7.27,7.125,7.144
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.94564636960497,17.881920327137276,17.636155507451893,17.384622102327548,17.327794321445086,16.74008618605197,16.31670390759056,15.712206872591139,15.354523824246542,14.739494346682779,14.542930382824041,14.224061500465107,13.796472742802136,13.02057960041857,13.031288096566861,14.333247883662954,13.468363769606533,12.754847328817036,12.590485153881291,12.598248035773345,12.837546919827258
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cuba,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.583,13.63,12.713,12.077,11.73,13.3,14.43,15.169,15.436,14.542,14.021,13.49,12.751,12.381,12.173,13.855,12.965,12.02,11.845,11.603,11.532
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.896,14.299,14.285,14.545,15.89,16.189,16.565,16.193,15.399,13.992,12.895,12.692,12.261,12.333,12.335,12.607,11.41,11.809,12.802,14.3,14.292
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Madagascar,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.252,22.325,22.391,22.493,22.761,23.191,22.456,21.414,21.863,22.25,22.662,23.034,23.308,23.591,23.903,24.764,24.7,24.327,24.176,24.265,24.354
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA total,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.12620351917936,24.30979150078443,24.13116605492515,23.89476066679812,23.534693490828534,23.353935478130815,23.408901759783113,23.730097853068166,23.50907968482226,23.835964471025978,24.058397167374324,24.343301666509554,24.50359270375941,24.41787713213419,24.27133231111263,25.471183534755177,24.9277338512888,24.37524026370478,23.538960499839845,23.6265245055775,23.6794305744294
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Singapore,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.717,8.914,8.645,8.318,9.225,7.923,7.798,7.448,7.68,7.531,7.533,7.76,8.15,7.657,7.419,8.541,7.543,6.623,6.757,6.009,6.048
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Turkmenistan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.79,25.235,24.506,24.233,24.346,24.262,24.112,23.983,23.759,23.365,22.705,22.021,21.227,20.398,19.645,19.301,18.424,17.474,17.002,16.82,17.027
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Burkina Faso,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.955,22.693,22.701,23.041,23.447,23.767,24.066,24.378,24.844,25.34,25.893,26.332,26.759,27.181,24.297,23.942,22.865,21.942,24.804,24.804,24.909
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ethiopia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.654,10.524,10.498,10.496,10.487,10.394,10.413,10.457,10.482,11.421,12.223,13.07,13.921,14.806,15.636,17.2,17.529,17.175,17.101,17.151,17.201
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRQ,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iraq,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,45.972,45.99,46.236,45.055,44.14,43.059,41.955,40.645,40.054,39.618,39.22,38.377,38.323,37.845,37.322,37.565,36.932,36.326,36.429,36.692,36.894
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCD,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Chad,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.607,34.816,35.024,35.223,35.385,35.507,35.647,35.761,35.922,36.07,36.429,36.67,36.894,37.047,37.069,37.317,37.376,37.252,37.399,37.537,37.674
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Gabon,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,30.849,31.045,30.94,31.126,31.101,30.904,30.505,30.268,29.97,29.818,29.665,29.559,29.352,29.202,28.995,29.486,29.169,28.939,28.903,29.086,29.369
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bosnia and Herzegovina,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.629,35.488,32.357,27.375,26.628,28.728,28.304,28.923,26.634,27.097,28.348,27.09,25.506,22.605,22.598,21.805,19.302,17.623,15.98,16.114,16.247
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bolivia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.08,10.786,11.019,9.685,9.179,10.029,10.854,10.414,10.45,11.158,14.561,10.791,11.577,10.834,11.606,13.702,10.976,9.969,9.597,8.021,7.746
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Namibia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.441,29.534,29.602,29.538,29.55,29.345,30.378,31.15,32.007,30.471,31.944,33.545,32.745,31.884,31.41,31.94,31.459,30.793,30.527,30.597,30.667
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mexico,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.458,21.3,21.089,21.913,22.144,22.177,21.77,21.099,20.437,20.25,19.716,19.498,18.701,18.412,18.299,20.052,17.918,16.824,15.913,15.885,15.976
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PYF,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,French Polynesia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.399,25.571,25.637,25.409,25.386,25.212,24.977,24.644,24.362,23.88,23.568,23.382,23.044,22.541,22.382,24.563,23.182,22.076,21.846,21.886,21.859
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.54799995415742,34.48204253060523,33.70283193268717,33.02818204797229,32.37249330623512,32.548797682584755,32.596969580594724,32.36346812953113,31.49607961513725,31.190048853618475,31.10360202206448,30.87736137592325,31.009043320761915,31.083421048328734,30.563945985044025,33.70982731164228,32.919296371209654,32.51589602641914,31.942803645071002,32.056007272330234,32.12150524272492
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.362,24.236,24.895,25.537,26.33,31.847,32.256,32.673,33.053,33.333,33.528,33.735,33.919,34.192,34.5,47.532,34.323,34.399,34.561,34.624,34.816
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.38125550362126,11.515572774675563,11.007216584416998,11.067599406522183,12.857856350886822,12.875690513634241,12.964333511337934,13.13794209357138,13.494881841138257,13.062674748927229,12.64224825812781,12.166618337373857,11.65330201635185,11.139622233862193,10.680292385131725,11.736860814338106,11.114134498059254,9.998109856619582,9.727354064978146,9.78349682873074,9.82813773747396
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Russian Federation,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.444,16.46,15.383,14.405,15.283,14.53,12.97,12.26,12.08,12.29,12.32,12.71,13.017,13.248,13.022,13.58,13.15,12.967,11.707,11.74,11.774
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,World,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.69702835901323,22.56335228581116,22.293617025553264,22.095176877056453,22.181338233302743,21.9053354477161,21.467052739760263,21.18800300909042,21.192296302816512,21.12901122381736,21.240818508898066,21.40339967300941,21.458423537679096,21.427507207654365,21.353897902268653,22.72566417312148,21.40090376401017,20.428893982169868,19.486929107859282,19.66924392411864,19.79573510554566
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Qatar,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.038,10.244,10.21,9.774,9.4,9.345,8.911,8.9,8.279,7.703,7.545,7.467,7.048,6.722,6.066,5.932,6.968,5.565,5.547,5.568,5.588
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mongolia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.693,18.506,18.375,17.838,18.704,17.629,16.539,17.586,18.39,17.452,16.806,20.454,19.822,18.884,19.528,19.173,17.331,15.318,14.622,14.689,14.756
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.348,23.842,23.357,30.112,30.701,29.564,29.309,28.54,28.346,28.028,26.208,26.252,26.316,24.746,25.461,25.984,21.892,24.533,20.177,20.302,20.426
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLT,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Malta,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.904,10.337,11.542,8.27,9.881,9.534,10.175,10.818,9.915,10.269,10.538,8.758,8.585,7.365,9.113,9.638,11.61,6.177,7.882,7.629,7.653
