STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,25.455104593806542,24.38844253089163,24.04209197166094,23.859926000783414,24.7637332598702,24.845680843657817,25.15809170762189,25.335903484732746,25.511567228061285,25.25108355282805,24.95484484028601,25.722017388431244,25.563847135565663,25.350447982845896,25.758365007950275,27.67082183351463,26.81890894989225,25.376112306851386,24.469065706597274,24.15655468685164,24.33288133190301
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Arab Emirates,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.263,8.66,8.594,8.646,8.776,8.768,8.717,8.668,8.567,8.478,8.351,8.25,8.845,8.081,9.375,13.003,10.717,9.985,8.917,8.934,8.951
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Heavily indebted poor countries (HIPC),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.222755414609566,21.13342891018205,21.077576895696126,20.997740626082006,20.949756999055168,20.983601421453617,20.988249221516863,21.46411962804248,21.457028920653183,22.248854413003087,22.940783387143682,23.57339613620691,23.910983803955567,24.205075409514922,24.588451391616854,25.675833688468565,25.389097054950348,25.287527112208533,23.944831036032088,24.031198073578047,24.06037509241896
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TGO,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Togo,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12.954,12.884,12.795,12.406,12.007,11.574,11.185,11.003,10.93,10.92,10.877,11.087,11.4,10.883,10.398,11.275,12.168,13.02,13.056,13.076,13.097
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Liberia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.228,14.004,13.736,13.582,13.489,13.358,13.292,13.143,12.701,12.586,12.86,13.233,13.342,13.533,13.896,14.691,14.672,14.487,14.603,14.68,14.763
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Belgium,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.017,11.245,11.165,10.135,11.081,10.865,11.814,12.345,12.68,12.045,12.182,9.886,9.855,9.801,9.25,9.994,6.654,7.107,6.765,7.339,7.395
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Panama,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.079,22.178,19.771,22.043,20.08,20.888,21.032,17.589,16.979,18.759,18.449,17.09,17.198,16.381,16.683,18.735,19.298,17.564,15.139,14.704,14.816
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14.883,14.63,14.375,14.111,13.791,13.47,15.084,16.584,18.215,21.308,24.945,33.977,28.556,26.716,30.802,30.862,28.255,26.671,27.019,27.122,27.225
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.891,11.464,11.94,11.822,17.487,17.814,16.035,14.895,13.03,12.024,10.518,11.205,11.956,7.897,9.24,8.547,8.687,7.767,5.7,9.001,9.03
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.28981001685026,20.872183808682184,20.63340551125323,20.406995786966768,20.61639298137279,20.348159688262992,20.27991245114852,20.344114994861012,20.57495882374012,20.620284103537355,21.025137178082844,21.410533307220522,21.600115004181763,21.46517270844595,21.34145862341345,23.91216211113848,21.54467606157879,20.246209099262288,19.618623193946053,19.240334763947843,19.296215550722586
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,43.097,43.411,43.558,43.778,43.886,44.004,44.449,44.618,44.737,44.77,46.402,46.448,46.397,46.078,45.883,46.173,46.037,45.717,45.637,45.805,45.973
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,São Tomé and Príncipe,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,54.678,54.479,54.121,53.79,53.018,52.761,52.668,51.967,51.269,50.634,49.768,48.944,48.73,49.62,49.829,50.005,49.755,49.838,50.077,50.261,50.445
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Colombia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.721,27.117,26.695,25.54,24.958,23.437,23.026,22.532,22.084,21.402,21.141,21.131,21.837,22.841,23.917,27.497,27.264,24.423,23.251,23.152,23.217
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Morocco,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36.345,36.474,36.238,36.705,36.275,36.377,36.169,35.963,35.659,35.275,35.114,35.016,34.633,34.292,33.854,34.545,33.743,32.714,32.341,32.46,32.578
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Least developed countries: UN classification,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.382220546615002,23.610349047018392,23.594111818546217,23.55794785327132,23.511292480685782,23.371752264268434,23.364016557558646,23.80243116912422,23.83655389365439,24.363375789192656,24.764046944538833,25.29546044029979,25.376104619840294,24.98029727414092,24.842669371595505,25.45880122889589,24.917084121785066,24.422618127716763,23.245907665068014,23.398512765225682,23.47968327746144
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cyprus,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.713,10.727,8.995,9.654,9.902,11.683,14.643,15.977,18.668,17.008,15.301,16.02,16.094,13.21,13.659,14.357,13.774,14.721,13.644,10.636,10.694
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Serbia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,20.307,20.041,18.746,20.318,21.615,21.204,21.597,21.651,19.787,20.997,20.363,18.076,17.582,16.98,15.663,16.177,16.714,13.231,12.397,12.598,12.665
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Malawi,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.241,17.459,17.65,17.715,17.775,17.902,18.072,18.817,19.461,20.33,21.342,22.385,23.445,22.682,21.906,19.41,21.427,21.412,21.565,21.661,21.757
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.12460634145836,18.261067118479577,18.289248245187604,18.328532477941984,18.172537159225335,18.186517363985345,18.33905968992454,18.70475805301163,19.016205068749297,19.67983646913608,20.47124841315655,20.946880744612308,20.821949443194686,20.87127459591473,21.05261151541724,21.364311369410206,20.664677801347704,19.87983738201567,19.72223037844683,19.946482894098473,19.986804610502222
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Virgin Islands (U.S.),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.402,16.779,16.336,16.188,17.505,17.325,17.769,18.163,18.765,18.817,18.221,18.271,17.645,17.141,16.83,19.752,18.606,16.871,16.246,16.078,16.596
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.618192656277365,27.78558884525207,27.32042212640189,26.642650301432337,26.18749602383195,25.37213527310757,24.26885851558672,23.93652578020245,23.016677509848442,22.025445857506394,21.21318887062703,21.056548560031047,20.72209763947627,20.467206170858525,20.629304048063805,21.812811626359938,19.997327299520734,19.617534993956752,18.550935675506466,18.561748343905126,18.563615274876927
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ireland,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.893,9.258,10.07,12.525,18.298,19.454,19.164,19.201,16.44,15.287,14.293,12.629,10.979,10.113,10.182,12.103,7.24,6.441,5.067,5.762,5.833
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JOR,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Jordan,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,35.355,35.288,35.082,34.707,34.97,35.4,35.748,34.654,35.238,35.214,36.235,37.53,38.059,36.519,36.001,35.385,32.849,31.495,30.233,30.412,30.59
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,European Union,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.15092183366391,12.326731862012306,11.477078572579652,11.330311225720784,13.002614506231678,12.873470373207208,13.070413335355374,13.227843402113102,13.536689549400064,13.076646687080704,12.531793864708394,12.067236442443663,11.447437650568139,10.92396721025641,10.529488198372928,11.476905461812214,11.22930547689337,10.162682287897361,9.867416299261393,9.898347136353937,9.93681243488583
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.00012743827748,33.71273818122661,33.385026902960114,33.13215917772536,32.59641000223742,33.10591400072399,32.87105472543193,32.49613790723802,31.677227240938578,31.392453598629345,31.753679055579735,31.76564903956645,31.89743378770423,32.014907680261345,32.308339729601656,33.73546297885355,33.14799045091751,32.33768590912041,29.574428512045216,29.6989376130285,29.75333631440171
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sri Lanka,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.405,27.667,27.391,26.604,27.288,26.68,26.523,27.169,28.13,29.558,26.63,27.09,24.722,24.184,21.213,21.512,19.378,18.051,18.2,17.2,17.373
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (IDA & IBRD),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23.130475327058594,22.614169937126427,21.80726764114989,21.072407837520547,21.351193649572664,20.703699081223586,19.79645858841391,19.488606254351662,19.061586211259673,18.575765929508357,18.03745839006957,18.031862074910244,17.741835559482976,17.54735068705819,17.55142552373417,18.480397715795352,17.508645106373628,16.841205127960134,15.75167071369392,15.756818861343284,15.747984932429631
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Late-demographic dividend,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.43172963417609,17.47569809593758,17.11208531635788,16.90536826389183,16.991117103727195,16.36224709037743,16.006342458618047,15.772248413146329,15.458505067525268,14.956917298431724,14.740885366165024,14.700167285116967,14.556104278194253,13.901801341300525,14.017578508228674,15.398165423169194,14.200058903226102,13.424041547096287,13.278432369402042,13.02166368052668,13.240880031673393
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Slovak Republic,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16.861,13.92,11.634,11.432,12.96,14.569,14.31,14.371,14.256,14.071,13.973,12.688,12.326,10.405,10.479,10.748,11.075,9.995,9.166,8.75,8.813
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guatemala,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.446,24.531,25.24,26.098,27.075,27.862,25.111,22.909,27.654,26.901,26.664,27.42,27.263,27.79,28.185,29.152,26.139,29.552,23.824,23.94,24.055
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Africa,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.421,33.384,32.632,32.547,32.789,32.933,32.377,32.372,31.966,31.313,30.499,31.222,31.014,31.563,32.46,32.399,32.94,35.188,33.977,34.61,34.694
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Bahamas, The","Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.314,16.582,17.768,17.262,21.835,22.224,22.533,23.738,25.68,23.149,20.866,21.135,18.665,19.112,16.614,20.592,18.485,15.584,14.647,14.576,15.028
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sub-Saharan Africa (excluding high income),"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21.368829104836664,21.258551329070812,21.165610417006548,21.123925107682943,20.977497095286612,21.03524287773881,20.901987249882875,21.24944613210664,21.201070404828386,21.638737530693685,21.997859467785283,22.505934627662334,22.810198232479003,23.152987062946043,23.561631698366178,23.921491967392026,23.511968423460424,23.27076015931224,21.921306028649823,21.88938691568245,21.916158379046184
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Czechia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.993,9.485,7.103,6.818,8.605,9.044,8.719,9.23,9.453,8.416,7.718,7.149,6.405,5.738,5.824,6.682,6.61,7.58,7.034,4.617,4.663
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,31.86,30.419,30.031,28.15,27.666,26.649,25.897,22.949,22.888,22.354,22.919,22.479,21.449,21.738,20.547,21.8,22.455,22.336,21.365,21.435,21.505
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Finland,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,7.897,8.1,7.362,8.162,9.467,8.651,8.398,7.713,9.406,9.857,10.59,9.238,8.888,7.746,7.386,9.365,8.492,8.068,8.841,8.171,8.161
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.147,12.456,12.291,13.031,15.034,15.231,14.415,13.908,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.204,11.244,11.191,11.597,11.652
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNE,WB_WDI_SL_UEM_NEET_ME_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Montenegro,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.928,21.015,18.932,17.548,17.034,16.648,16.316,16.94,17.874,17.72,19.154,18.398,16.687,16.298,17.344,21.094,20.657,20.133,17.621,17.617,17.615
