STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Kyrgyz Republic,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74315757751465E7,1.6842172241210902E8,2.29835968017578E8,2.96331573486328E8,2.64086608886719E8,2.6881869506835896E8,2.8514810180664104E8,2.68280517578125E8,2.7060629272460896E8,1.98579956054688E8,2.5343106079101598E8,2.3407696533203098E8,2.5457965087890598E8,2.78775604248047E8,3.0017880249023396E8,2.65690887451172E8,3.28985290527344E8,2.90872314453125E8,3.29049530029297E8,4.3045108032226604E8,4.56768005371094E8,5.06258575439453E8,5.89982849121094E8,8.58009887695313E8,5.97644714355469E8,5.01367248535156E8,4.78173370361328E8,4.83777038574219E8,5.16845275878906E8,4.68195526123047E8,7.73792846679688E8,4.40522277832031E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.28124002526701E9,4.00560999915004E9,4.53180999702215E9,4.00738998550922E9,4.08570000404119E9,5.66182001960278E9,6.52421005249023E9,7.71425004887581E9,7.81620981091261E9,8.00209006309509E9,8.516950013995171E9,9.15519978785515E9,9.44076999187469E9,9.017450006604189E9,1.01640199380293E10,7.7434299623742695E9,6.41677001726627E9,5.65940003934316E9,6.901419885672629E9,7.418650094915179E9,7.71432997770607E9,8.5046699644886E9,8.38305007754639E9,8.49450005657226E9,8.76706997043639E9,9.07122986937687E9,8.78150002357364E9,8.805880116596819E9,9.37525008451752E9,9.838569831319149E9,1.04583100273013E10,9.61483999451995E9,1.18770100028161E10,1.11661399358697E10,1.11180300306454E10,1.02554101545997E10,9.09491004668921E9,8.46376001757383E9,1.0625599823474901E10,1.15423898873329E10,1.05014402070045E10,9.97299000930786E9,9.69937007665634E9,8.48990011310577E9,7.72677002334595E9,1.03735298986435E10,8.531520051002501E9,8.66516997241974E9,8.3390299654007E9,9.61123991537094E9,9.1552700214386E9,6.78471994018555E9,8.22722996807098E9,1.11951200819016E10,8.86857006645203E9,9.01571994400024E9,8.214610124588011E9,8.66600004816055E9,8.16758997344971E9,7.25045994091034E9,1.2714009916782398E10,9.81909002304077E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Congo, Dem. Rep.",Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.88091735839844E8,9.18899353027344E8,1.0771220703125E9,1.0367763671875E9,1.13936767578125E9,1.25060192871094E9,7.73270385742188E8,7.58547668457031E8,6.14440490722656E8,6.59289611816406E8,6.76717895507813E8,7.52209106445313E8,7.52670043945313E8,7.254736328125E8,8.31626098632813E8,1.01970458984375E9,7.53873962402344E8,9.20196350097656E8,9.47379272460938E8,1.09436755371094E9,1.02446691894531E9,1.04038061523438E9,9.68892272949219E8,9.36831848144531E8,9.28690490722656E8,9.18959411621094E8,1.00916619873047E9,1.32389343261719E9,1.03983544921875E9,1.31704809570313E9,1.41844592285156E9,7.55867065429688E8,4.1281192016601604E8,2.76493225097656E8,3.55854431152344E8,2.5470281982421902E8,2.2840513610839802E8,2.39916915893555E8,1.9749615478515598E8,2.1263555908203098E8,3.0809335327148396E8,4.3359921264648396E8,1.88725061035156E9,7.78089794921875E9,2.4076181640625E9,2.18965014648438E9,2.81356201171875E9,1.49282409667969E9,1.86041333007813E9,2.60072583007813E9,3.46994384765625E9,5.807248046875E9,3.04403759765625E9,2.6984189453125E9,2.525560546875E9,3.05272583007813E9,2.46477465820313E9,2.6445966796875E9,2.78299877929688E9,3.17104760742188E9,3.71269848632813E9,3.73494799804688E9,3.44963940429688E9,4.34729052734375E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Mozambique,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,176083.996891975,4.74003295898438E7,747575.998306274,1834622.97916412,-535975.992679596,,7.72378005981445E7,2.01764175415039E8,126427.99317836801,462072.99828529404,828724.026679993,1202486.99188232,1225893.02062988,827026.009559631,3606739.99786377,7.0956298828125E7,2.56045196533203E8,2.65596343994141E8,3.23391540527344E8,3.87457000732422E8,4.0056527709960896E8,3.69384826660156E8,5.56277221679688E8,5.8943359375E8,7.63536193847656E8,8.62771911621094E8,9.6519140625E8,1.33775659179688E9,1.71571057128906E9,1.47806091308594E9,1.61866906738281E9,1.71801477050781E9,2.19473022460938E9,1.93050012207031E9,1.86577319335938E9,1.48881506347656E9,1.26220959472656E9,1.45720727539063E9,1.62084875488281E9,1.2632236328125E9,1.53486291503906E9,1.62626611328125E9,3.59055712890625E9,1.46635620117188E9,1.58502368164063E9,1.58929028320313E9,1.92265087890625E9,1.94384265136719E9,2.0837275390625E9,2.19037890625E9,1.93254968261719E9,2.156044921875E9,2.21101098632813E9,2.44604150390625E9,2.19576000976563E9,2.09706762695313E9,1.77462023925781E9,2.04584362792969E9,1.99719873046875E9,2.04716955566406E9,2.78772509765625E9,2.34930859375E9,2.68174047851563E9,2.92737841796875E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDV,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Maldives,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,317963.987588882,2835654.97398376,5060503.95965576,3070081.94923401,2794095.03936768,1082200.050354,1.56186351776123E7,3229316.94984436,2308146.95358276,1254981.99462891,1776116.01352692,6320559.02481079,4174024.1050720196,3315124.03488159,2875875.94985962,1.16010007858276E7,1.24897260665894E7,1.2936282157897899E7,2.1433311462402303E7,1.68832817077637E7,5.2630420684814505E7,3.19096565246582E7,1.4690473556518601E7,2.54918441772461E7,1.2398155212402299E7,2.19231777191162E7,3.3077720642089803E7,2.65163555145264E7,3.1794181823730502E7,3.98239059448242E7,2.19294605255127E7,3.69996452331543E7,3.9682731628418E7,3.5397819519043E7,3.20954360961914E7,5.82304878234863E7,3.10179023742676E7,2.83504447937012E7,2.99766979217529E7,3.2903476715087898E7,2.37328758239746E7,3.0945877075195298E7,2.8741447448730502E7,2.07293701171875E7,3.15574512481689E7,7.90090789794922E7,3.97153968811035E7,3.62353744506836E7,5.34518814086914E7,2.5305225372314498E7,5.5683788299560495E7,4.7702056884765595E7,5.59950714111328E7,2.0801395416259803E7,2.17417125701904E7,2.59743633270264E7,2.38874092102051E7,5.15467529296875E7,1.4298863220214802E8,7.574755859375E7,3.19450622558594E8,1.1063571929931599E8,1.2484383392334E8,2.0050765991210902E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,OECD members,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,4.462390007019044E9,4.384670013427734E9,4.437249992370605E9,3.435639919281007E9,2.320110054016116E9,3.7777799453735366E9,4.037320106506353E9,4.08199003982544E9,4.0489000949859667E9,5.523680099487303E9,5.203660005569462E9,4.933469888210297E9,4.382660089492796E9,4.951379909515381E9,4.1437699127197313E9,5.838779931545259E9,5.651009927749639E9,4.023290154457093E9,3.62010997319222E9,3.3290501098632817E9,7.413849864006049E9,1.1924609821796423E10,7.956179977416995E9,6.0728001022338915E9,6.674970039367677E9,6.589520187377929E9,6.784630010604866E9,4.4697699704170265E9,5.079480079650884E9,5.57931999397278E9,6.023389898300177E9,5.112870071411137E9,4.887719891548163E9,4.948890007019045E9,5.2382300033569355E9,1.7311099891662602E9,2.2621400909423847E9,1.897119979858399E9,2.423959991455087E9,2.80523999023438E9,2.403220001220704E9,5.230829933166509E9,4.421709905624395E9,4.203540119171148E9,5.495840099334723E9,4.334760128021243E9,6.32404993438721E9,5.207110084533696E9,3.631580024719246E9,2.1996400299072266E9,3.40914002990723E9,3.4086800112724285E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHN,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,China,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,4.38014717102051E7,1.60119873046875E8,1.21903637695313E9,1.14112866210938E9,1.52838293457031E9,1.84696325683594E9,2.2602373046875E9,1.97632067871094E9,2.20173754882813E9,2.903669921875E9,3.08313037109375E9,2.84456713867188E9,2.62909594726563E9,3.72655126953125E9,3.89474291992188E9,3.52702368164063E9,3.60303344726563E9,3.0599921875E9,2.67600244140625E9,2.98832739257813E9,2.76099194335938E9,2.1815947265625E9,1.9683740234375E9,1.85086828613281E9,1.48606420898438E9,1.69830200195313E9,1.76086706542969E9,1.32611010742188E9,1.46588171386719E9,1.26586511230469E9,1.14734252929688E9,1.12344689941406E9,-4.82662536621094E8,1.8916265869140598E8,-4.6875732421875E8,-7.88099548339844E8,-1.37774200439453E8,-5.60518249511719E8,-8.29194152832031E8,-5.17751953125E8,-4.0015478515625E8,-3.5531704711914104E8,-4.0386633300781304E8,-2.3016708374023402E8,-2.67158996582031E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.95864000493288E9,5.62849999183416E9,5.72085009878874E9,5.85917993631959E9,4.84224003112316E9,5.90423998677731E9,6.03556997552514E9,4.87177003860474E9,4.97861999672651E9,4.18306001335382E9,4.32378002858162E9,3.6449299415350003E9,3.5184900236129804E9,3.37554995021969E9,3.55012999033928E9,3.85206999373436E9,3.64280997800827E9,3.16922001326084E9,3.47356002831459E9,3.80938998985291E9,4.29068001651764E9,4.87747997689247E9,5.44525999104977E9,5.83383998984098E9,6.18648001635075E9,7.17906003192067E9,6.80965009760857E9,7.2468600418567705E9,7.03683999013901E9,7.74568000292778E9,7.66274006509781E9,8.362359990954399E9,7.16021998796612E9,7.3341500031054E9,7.81722000324726E9,7.41639004588127E9,9.142479959964752E9,7.0212099165022335E9,7.325749966204171E9,7.83320991313457E9,6.744469909280539E9,8.439460057422523E9,7.067909999191761E9,7.631720041092486E9,7.899820065706971E9,7.42876000803709E9,7.94130003759265E9,6.923190061092381E9,8.703589962005621E9,8.68190007507801E9,9.79432004928589E9,9.525629885703331E9,9.87218996322155E9,9.75645997881889E9,9.4919100894928E9,1.08335599472523E10,1.20717400000095E10,8.868480022370821E9,1.03371399383545E10,8.82113994598389E9,1.21807400436401E10,1.12137899951935E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (IDA & IBRD),Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,3.914760021209718E9,3.2016799430847173E9,3.137590017318725E9,2.947599964581431E9,3.031149984359742E9,3.2913299899101243E9,3.012329975128175E9,2.6091200146675096E9,2.949900020599365E9,3.30670998954773E9,3.6453700189590454E9,4.359449991226197E9,4.794339986324312E9,5.072919998645781E9,5.518910026550297E9,6.227170016288759E9,5.9920801153183E9,6.438580030441284E9,6.167779991149903E9,6.761040003776552E9,6.79557006597519E9,7.52136999130249E9,6.331039980411528E9,6.533860001087191E9,6.702919972896576E9,6.521080053567888E9,6.186040009021763E9,5.644929931640624E9,5.60590003204346E9,6.045029899120335E9,5.069209973335267E9,7.323800056457527E9,6.158509979724886E9,6.494980050619692E9,6.29722003349662E9,6.218449985027315E9,6.869130048990253E9,5.712550036430363E9,6.793100005149847E9,7.134980065584184E9,8.284280013084413E9,8.056899879455572E9,7.613589900851248E9,7.162039993524556E9,7.212080060958864E9,7.960889991044999E9,7.514559911966329E9,6.672239963471893E9,8.050639965057383E9,6.888979965209963E9,9.804980072021492E9,9.152180057287216E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427084.92279053,1.6074420166015598E8,1.0017211151123E8,1.43124038696289E8,1.4024183654785198E8,1.5345281982421902E8,4.19303649902344E8,4.29439758300781E8,4.25415008544922E8,4.49721618652344E8,3.8530850219726604E8,3.4742544555664104E8,2.8641415405273396E8,2.44176544189453E8,2.19321533203125E8,2.08426239013672E8,2.0282168579101598E8,1.9292420959472698E8,1.9446318054199198E8,1.5633061218261698E8,2.04627365112305E8,2.17916976928711E8,2.4793154907226598E8,1.96675262451172E8,1.73904998779297E8,1.89950897216797E8,1.6098135375976598E8,3.1098522949218804E8,3.4877651977539104E8,2.41095001220703E8,4.14461212158203E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central African Republic,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,324910.014867783,4494227.88619995,1.1648116111755399E7,2.05717239379883E7,1.47357208251953E8,1.31066558837891E8,1.23572395324707E8,1.53803970336914E8,1.2791923522949201E8,1.38958908081055E8,1.0304708862304701E8,1.02651496887207E8,1.5169760131835902E8,1.2977165222168E8,1.74776351928711E8,2.1091682434082E8,1.4955224609375E8,1.5675141906738302E8,1.5264170837402302E8,2.1449578857421902E8,2.5117707824707E8,2.59685760498047E8,2.37958755493164E8,2.57280029296875E8,3.8285693359375E8,2.99589294433594E8,2.91976135253906E8,3.3623498535156304E8,3.58720489501953E8,3.37923553466797E8,3.9069686889648396E8,2.63507843017578E8,2.45274169921875E8,2.4521054077148402E8,2.38742645263672E8,1.8381332397460902E8,2.06140060424805E8,1.2143238067627E8,1.7236070251464802E8,1.6871856689453098E8,1.05802726745605E8,1.18918365478516E8,8.74887466430664E7,6.8940071105957E7,1.38682876586914E8,1.11533988952637E8,1.6226458740234402E8,1.9527143859863302E8,2.76968078613281E8,2.61475128173828E8,2.62592193603516E8,2.57940246582031E8,2.36593994140625E8,2.0926298522949198E8,6.30151062011719E8,5.68311645507813E8,5.92878601074219E8,5.85974670410156E8,7.00346374511719E8,7.60160339355469E8,9.07470092773438E8,6.79169738769531E8,7.19075805664063E8,7.37595642089844E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Madagascar,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.12489356994629E7,1.61673183441162E7,5.00026206970215E7,8.37910995483398E7,3.98062316894531E8,4.0253573608398396E8,3.65498962402344E8,3.3417529296875E8,3.67312225341797E8,3.3005725097656304E8,3.4515103149414104E8,3.18153503417969E8,3.3181088256835896E8,2.65442474365234E8,2.9099301147460896E8,3.33453399658203E8,2.4719610595703098E8,2.2093394470214802E8,2.89128173828125E8,3.5941860961914104E8,5.57094848632813E8,6.13344421386719E8,6.38071411132813E8,4.9249618530273396E8,4.41822204589844E8,5.28070739746094E8,6.887421875E8,6.35484069824219E8,5.14315246582031E8,6.33013000488281E8,6.39938781738281E8,6.84747314453125E8,5.27486145019531E8,5.25066589355469E8,4.06045471191406E8,3.8884970092773396E8,4.63906036376953E8,1.24185852050781E9,7.14234313964844E8,5.19533264160156E8,5.01320495605469E8,6.10836608886719E8,5.92998840332031E8,7.50345947265625E8,1.54036218261719E9,1.1185546875E9,9.29633178710938E8,9.65149658203125E8,8.93614990234375E8,4.72535461425781E8,4.2611825561523396E8,4.6193569946289104E8,3.8936538696289104E8,5.09046417236328E8,6.11799499511719E8,7.95227600097656E8,7.30872680664063E8,8.85851989746094E8,8.18678344726563E8,8.11432556152344E8,1.39296997070313E9,1.09073046875E9,1.05230895996094E9,1.25359326171875E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Heavily indebted poor countries (HIPC),Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,6.079580058336258E9,6.343550008594991E9,6.503229960560803E9,6.811379926241938E9,9.719350036144257E9,1.1509880048036573E10,1.0585790042877197E10,1.1432079987525942E10,1.3258139959335335E10,1.5276140072822575E10,1.5872400009155281E10,1.6210939949989328E10,1.7091379927635206E10,1.696349987888337E10,1.8159340033531204E10,2.0612330022811897E10,2.078800010871888E10,2.031929006958009E10,2.15947499294281E10,2.2483039939880367E10,2.3658950209617638E10,2.413029010772705E10,2.350325014007092E10,2.1837919837951668E10,2.397315998077394E10,2.147088018417358E10,1.865105004501343E10,1.7857239971160896E10,1.8142949993133556E10,1.736226984214784E10,1.748649007225038E10,2.173411005020142E10,2.6856969974517826E10,3.0992760122299206E10,2.9967359939575214E10,3.0626759695053127E10,3.3657729671478275E10,3.552842952346803E10,3.6671640041351326E10,4.223107019424439E10,4.449872988128664E10,4.249002022171022E10,4.142835020828249E10,3.939146989059449E10,3.702007993316651E10,3.968251033401491E10,3.918538034439087E10,4.1802600082397484E10,4.147330005645754E10,4.338876028823856E10,5.4291840053558395E10,4.688854064941408E10,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690115.9286499,4.12445602416992E7,1.94686752319336E8,3.21580352783203E8,3.1807284545898396E8,4.3774935913085896E8,2.48399627685547E8,2.97321044921875E8,3.22141357421875E8,3.47722442626953E8,3.50153533935547E8,4.69976043701172E8,3.5825524902343804E8,3.4215518188476604E8,2.24922882080078E8,2.69863952636719E8,3.9002938842773396E8,3.23483154296875E8,4.2221008300781304E8,3.13848327636719E8,4.1110897827148396E8,2.9443005371093804E8,2.973994140625E8,2.7887060546875E8,4.0942367553710896E8,3.8531921386718804E8,2.97155700683594E8,1.57345703125E8,4.65271484375E8,1.42181900024414E8,1.6934722900390598E8,3.28938232421875E8,2.0513835144043E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Suriname,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.4207313537597698E8,1.5651289367675802E8,1.30030166625977E8,1.86907470703125E8,1.4779948425293E8,1.85265884399414E8,3.3134937286377E7,3.475341796875E7,1.7871160888671902E8,1.69090057373047E8,2.3007850646972698E8,2.2230450439453098E8,2.4408061218261698E8,1.67717987060547E8,2.3713348388671902E8,2.21216583251953E8,4.16409484863281E8,3.16177795410156E8,1.92868179321289E8,2.4526333618164098E8,2.02132843017578E8,2.81995330810547E8,3.0037744140625E8,1.4042173385620099E7,1.75652389526367E7,2.88926868438721E7,3.18704051971436E7,3.80706596374512E7,4.3563201904296905E7,1.0953157043457E8,1.1040412139892599E8,7.36228866577148E7,1.32934722900391E8,1.3524917602539098E8,1.0067494964599599E8,1.12325477600098E8,1.6316464233398402E8,1.2467165374755901E8,9.07806091308594E7,5.73609237670898E7,5.4084285736084E7,4.3330753326416E7,2.09323616027832E7,1.54033069610596E7,3.06698703765869E7,5.40030975341797E7,7.57292098999023E7,1.6066102600097698E8,1.0018498992919901E8,1.6149604797363302E8,1.0947380828857401E8,7.76171569824219E7,4.2400707244872995E7,3.09411525726318E7,1.3596117019653302E7,1.9119140625E7,1.96843776702881E7,2.30202350616455E7,1.51972255706787E7,2.55621356964111E7,2.986305809021E7,2.97026882171631E7,5.9251007080078095E7,4.35246047973633E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_DT_ODA_ALLD_KD,_T,_T,_T,USD_K_2021,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,São Tomé and Príncipe,Net official development assistance and official aid received (constant 2021 US$),Total,All age ranges or no breakdown by age,Total,"US dollars, 2021 constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,968463.003635406,1.33354692459106E7,,,,,1.23346271514893E7,4259532.928466801,1497262.0010376,,,,,,,3375715.0173187302,4.55962562561035E7,1.11285724639893E7,1.22618961334229E7,7833148.95629883,9721652.98461914,1.58433771133423E7,2.67484226226807E7,3.4475124359130904E7,3.3975780487060495E7,3.52937850952148E7,2.42661247253418E7,3.25464668273926E7,4.34655838012695E7,9.12523651123047E7,9.46857986450195E7,8.32242965698242E7,8.63060760498047E7,7.00396041870117E7,7.34781265258789E7,1.2264646148681599E8,6.6512107849121094E7,5.24875335693359E7,4.389697265625E7,4.51958999633789E7,6.05191459655762E7,6.83280181884766E7,4.37967758178711E7,5.23975486755371E7,4.22026748657227E7,3.97779998779297E7,2.7606605529785197E7,5.49670562744141E7,4.65770645141602E7,3.15684299468994E7,4.88638801574707E7,7.36728820800781E7,5.29077224731445E7,5.48898696899414E7,4.21508827209473E7,5.8162380218505904E7,5.4683952331543E7,4.54827079772949E7,5.62488479614258E7,5.73503608703613E7,9.97636642456055E7,7.36273574829102E7,5.97276840209961E7,8.68401718139648E7
