"","code","year","speed","SL.TLF.ACTI.FE.ZS_fut","EG.ELC.ACCS.ZS_fut","IT.NET.USER.ZS_fut","SI.SPR.PGAP_fut","IQ.SPI.OVRL_fut","wat_sm_t_fut","wat_imp_prem_t_fut","wat_imp_qual_t_fut","wat_imp_av_t_fut","electricity_fut","ghggdp_fut","lifeexpectancy_fut","gender_fut","education_fut"
"17","AFG",2028,0.5,5.415,89.3160451007532,24.4917719097648,NA,58.1116776773323,31.4955555555555,52.8312149532711,31.2678787878788,44.837806760012,0.225,NA,66.8703448275862,4.38571428571428,2.725
"18","AFG",2028,1,5.43,90.666889730587,33.622575936665,NA,61.7700765241514,32.3647474747475,54.9403544348439,31.9478787878788,46.5318613325871,0.25,NA,67.4144207261449,4.58571428571429,2.95
"19","AFG",2028,2,5.46,92.9253836092518,50.7875256256484,NA,68.8789660908521,34.0099336346202,59.0598337477635,33.3078787878788,50.0213806953069,0.3,NA,68.4317729779799,4.98571428571428,3.42222222222222
"20","AFG",2028,4,5.52,96.0154490409859,74.1256329087602,NA,81.0721702801066,36.8974917976601,66.7346630557879,36.08752228164,56.8915858521898,0.4,NA,70.2652121863366,5.82142857142858,4.42222222222226
"21","AFG",2029,0.25,5.41,88.7667978715156,21.216783929571,NA,56.7275020125352,31.1625,52.036214953271,31.0128787878788,44.2163271604938,0.215,NA,66.6603448275862,4.30571428571428,2.635
"22","AFG",2029,0.5,5.42,89.6686360148271,26.7369637819312,NA,59.0315055160425,31.7155555555556,53.361214953271,31.4378787878788,45.2570574438676,0.23,NA,67.0099753694581,4.42571428571428,2.77
"23","AFG",2029,1,5.44,91.2849874269253,38.1933857039991,NA,63.5803318911074,32.7878928823115,55.9837796307026,32.2878787878788,47.3940922783149,0.26,NA,67.6744207261449,4.66571428571429,3.03999999999999
"24","AFG",2029,2,5.48,93.8585091775605,57.8687955237067,NA,72.2390134378253,34.7824994388608,61.0575499111739,33.9878787878788,51.7813806953069,0.32,NA,68.9117729779799,5.14571428571428,3.62222222222222
"25","AFG",2029,4,5.56,97.0370317708139,81.9325061615945,NA,85.7372853607351,38.1479397574035,70.2136539050547,37.48752228164,60.0003209095835,0.48,NA,71.106793450594,6.18142857142858,4.82222222222226
"26","AFG",2030,2,5.5,94.6747237187432,64.0065427399716,NA,75.4112223391263,35.5194944897315,63.00540960599,34.6875222816399,53.5258372991494,0.34,NA,69.3754491038974,5.30571428571428,3.82222222222222
"27","AFG",2030,4,5.6,97.8057180206949,87.6999715031874,NA,89.4281120700781,39.2885891314168,73.4274599928719,38.9128800611153,62.7653953821932,0.56,NA,71.9112318577087,6.54142857142857,5.22222222222226
"28","AFG",2030,0.25,5.4125,88.952240566562,22.2941089136008,NA,57.1900020125352,31.275,52.301214953271,31.0978787878788,44.4228067600121,0.2175,NA,66.7303448275862,4.32571428571428,2.6575
"29","AFG",2030,0.5,5.425,90.0108199128154,29.0170724477382,NA,59.9465055160425,31.9347474747475,53.8903544348439,31.6078787878788,45.6791652705803,0.235,NA,67.1449753694581,4.46571428571428,2.815
"30","AFG",2030,1,5.45,91.8663906152487,42.6252526217251,NA,65.3727974771713,33.2029430517803,57.0187432880996,32.6278787878788,48.2640922783148,0.27,NA,67.9330968520624,4.74571428571429,3.12999999999999
"31","AGO",2025,0.25,73.3,55.9375,41.7999897161982,10.5412962962963,58.66,NA,26.3225,NA,28.64,0.41,NA,64.8825,75.49,6.05
"32","AGO",2025,0.5,73.3,56.375,42.8868759120722,10.1061196581197,59.1193478260869,NA,26.545,NA,28.78,0.42,NA,64.9630303030303,75.68,6.1
"33","AGO",2025,1,73.3,57.2451428571429,45.0176058028885,9.29321838226187,60.0343478260869,NA,26.9943820224719,NA,29.0571428571429,0.44,NA,65.1230303030303,76.0584210526316,6.2
"34","AGO",2025,2,73.3,58.9732745617285,49.0862731833375,7.87989227858335,61.8574388215728,NA,27.903219327489,NA,29.6071428571429,0.48,NA,65.4385606060606,76.7984210526316,6.4
"35","AGO",2025,4,73.3,62.3627872612004,56.4007247334305,5.72209423667996,65.4582397240994,NA,29.7677337532031,NA,30.7071428571427,0.56,NA,66.0469941348973,78.2289118065433,6.8
"36","AGO",2026,0.25,73.315,56.375,42.8868759120722,10.477207977208,59.1193478260869,NA,26.545,NA,28.78,0.415,NA,64.9630303030303,75.585,6.075
"37","AGO",2026,0.5,73.33,57.2451428571428,45.0176058028881,9.98611965811967,60.0343478260869,NA,26.9943820224719,NA,29.0571428571429,0.43,NA,65.1230303030303,75.87,6.15
"38","AGO",2026,1,73.36,58.9732745617282,49.0862731833367,9.0744357285227,61.8574388215728,NA,27.903219327489,NA,29.6071428571428,0.46,NA,65.4385606060606,76.4284210526316,6.3
"39","AGO",2026,2,73.42,62.3627872612007,56.4007247334305,7.51989227858333,65.4582397240998,NA,29.7677337532034,NA,30.7071428571429,0.52,NA,66.0469941348974,77.5211664295875,6.6
"40","AGO",2026,4,73.54,68.7910149159142,68.258602311,5.23270237231992,72.3176273646872,NA,33.6644962503181,NA,32.9272727272728,0.64,NA,67.181063194314,79.5879319722198,7.2
"41","AGO",2027,0.25,73.33,56.8101428571429,43.9597299949048,10.414707977208,59.5768478260869,NA,26.7693820224719,NA,28.9196428571429,0.42,NA,65.0430303030303,75.68,6.1
"42","AGO",2027,0.5,73.36,58.1116075533662,47.0854877543055,9.86611965811966,60.9474388215729,NA,27.4470973782771,NA,29.3321428571429,0.44,NA,65.2830303030303,76.0584210526316,6.2
"43","AGO",2027,1,73.42,60.680589266607,52.8789652280988,8.86443572852267,63.6667341632823,NA,28.8278195375704,NA,30.1571428571429,0.48,NA,65.7469941348974,76.7984210526316,6.4
"44","AGO",2027,2,73.54,65.6422953488148,62.7280930340174,7.17878715199541,68.9615282620416,NA,31.6892364813411,NA,31.8072727272728,0.56,NA,66.6277692385479,78.2289118065435,6.8
"45","AGO",2027,4,73.78,74.6282933864561,77.4301138084055,4.78164384129325,78.4299961247035,NA,37.7490464595597,NA,35.2526233095093,0.730000000000003,NA,68.2165115047066,80.8747807920853,7.60999999999999
"46","AGO",2028,0.25,73.345,57.2451428571429,45.0176058028884,10.352207977208,60.034347826087,NA,26.9943820224719,NA,29.0571428571428,0.425,NA,65.1230303030303,75.775,6.125
